XData,YData,YError
0,0.9,0.0387298334620742
16.9491525423729,0.95,0.0281365716935569
33.8983050847458,0.95,0.0281365716935569
50.8474576271186,0.916666666666667,0.0356812016074031
67.7966101694915,0.916666666666667,0.0356812016074031
84.7457627118644,0.883333333333333,0.0414438486701295
101.694915254237,0.9,0.0387298334620742
118.64406779661,0.883333333333333,0.0414438486701295
135.593220338983,0.866666666666667,0.0438853725736255
152.542372881356,0.816666666666667,0.0499536822503644
169.491525423729,0.9,0.0387298334620742
186.440677966102,0.833333333333333,0.0481125224324688
203.389830508475,0.766666666666667,0.0546029438902472
220.338983050847,0.8,0.0516397779494322
237.28813559322,0.8,0.0516397779494322
254.237288135593,0.766666666666667,0.0546029438902472
271.186440677966,0.633333333333333,0.0622123007963085
288.135593220339,0.683333333333333,0.060053988056427
305.084745762712,0.683333333333333,0.060053988056427
322.033898305085,0.75,0.0559016994374947
338.983050847458,0.7,0.0591607978309962
355.932203389831,0.633333333333333,0.0622123007963085
372.881355932203,0.683333333333333,0.060053988056427
389.830508474576,0.6,0.0632455532033676
406.779661016949,0.633333333333333,0.0622123007963085
423.728813559322,0.516666666666667,0.0645138515129661
440.677966101695,0.6,0.0632455532033676
457.627118644068,0.633333333333333,0.0622123007963085
474.576271186441,0.633333333333333,0.0622123007963085
491.525423728814,0.533333333333333,0.0644061188719531
508.474576271186,0.5,0.0645497224367903
525.423728813559,0.483333333333333,0.0645138515129661
542.372881355932,0.616666666666667,0.0627679441659102
559.322033898305,0.466666666666667,0.0644061188719531
576.271186440678,0.583333333333333,0.0636468846521644
593.220338983051,0.6,0.0632455532033676
610.169491525424,0.583333333333333,0.0636468846521644
627.118644067797,0.566666666666667,0.0639733740910435
644.067796610169,0.5,0.0645497224367903
661.016949152542,0.483333333333333,0.0645138515129661
677.966101694915,0.566666666666667,0.0639733740910435
694.915254237288,0.416666666666667,0.0636468846521644
711.864406779661,0.583333333333333,0.0636468846521644
728.813559322034,0.4,0.0632455532033676
745.762711864407,0.433333333333333,0.0639733740910435
762.71186440678,0.516666666666667,0.0645138515129661
779.661016949153,0.45,0.0642261628933257
796.610169491525,0.45,0.0642261628933257
813.559322033898,0.433333333333333,0.0639733740910435
830.508474576271,0.416666666666667,0.0636468846521644
847.457627118644,0.516666666666667,0.0645138515129661
864.406779661017,0.433333333333333,0.0639733740910435
881.35593220339,0.4,0.0632455532033676
898.305084745763,0.483333333333333,0.0645138515129661
915.254237288136,0.483333333333333,0.0645138515129661
932.203389830508,0.416666666666667,0.0636468846521644
949.152542372881,0.433333333333333,0.0639733740910435
966.101694915254,0.483333333333333,0.0645138515129661
983.050847457627,0.433333333333333,0.0639733740910435
1000,0.45,0.0642261628933257
